OpCo,OpCo Name,Subsidiary,Subsidiary Name,Departure Airport,Departure Airport Name,Departure Country,Departure Country Name,Departure Region,Arrival Airport,Arrival Airport Name,Arrival Country,Arrival Country Name,Arrival Region,Aircraft type,Date,Cabin,Service,# Passengers,# Flights
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,810,7
I2,Iberia Express,,,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,978,8
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,SCQ,SANTIAGO DE COMPOSTELA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,499,16
I2,Iberia Express,,,SCQ,SANTIAGO DE COMPOSTELA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,780,15
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,SPC,SANTA CRUZ DE LA PALMA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,247,14
I2,Iberia Express,,,SPC,SANTA CRUZ DE LA PALMA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,989,8
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,PMI,PALMA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,599,3
I2,Iberia Express,,,PMI,PALMA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,821,2
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,947,16
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,NTE,NANTES,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,225,6
I2,Iberia Express,,,NTE,NANTES,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,461,17
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TFS,TENERIFE-SUR REINA SOFIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,753,17
I2,Iberia Express,,,TFS,TENERIFE-SUR REINA SOFIA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,980,2
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,AMS,AMSTERDAM,NL,Netherlands,Europe,A320,2019-07-02,Economy,Non-Premium,658,9
I2,Iberia Express,,,TFS,TENERIFE-SUR REINA SOFIA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,360,15
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,292,2
I2,Iberia Express,,,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,594,7
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,SCQ,SANTIAGO DE COMPOSTELA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,961,17
I2,Iberia Express,,,SCQ,SANTIAGO DE COMPOSTELA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,284,19
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,CDG,PARIS CHARLES DE GAULLE,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,404,3
I2,Iberia Express,,,AMS,AMSTERDAM,NL,Netherlands,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,967,20
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,FUE,FUERTEVENTURA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,339,3
I2,Iberia Express,,,FUE,FUERTEVENTURA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,100,20
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,ACE,ARRECIFE-LANZAROTE,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,603,6
I2,Iberia Express,,,ACE,ARRECIFE-LANZAROTE,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,675,13
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,768,12
I2,Iberia Express,,,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,OVD,ASTURIAS,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,806,15
I2,Iberia Express,,,OVD,ASTURIAS,ES,Spain,Europe/Domestic,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,478,17
I2,Iberia Express,,,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,628,20
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,PMI,PALMA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,708,5
I2,Iberia Express,,,PMI,PALMA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,364,7
I2,Iberia Express,,,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,652,18
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,CPH,COPENHAGEN,DK,Denmark,Europe,A320,2019-07-02,Economy,Non-Premium,677,13
I2,Iberia Express,,,CPH,COPENHAGEN,DK,Denmark,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,272,6
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TFS,TENERIFE-SUR REINA SOFIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,151,15
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TXL,BERLIN TEGEL,DE,Germany,Europe,A320,2019-07-02,Economy,Non-Premium,564,17
I2,Iberia Express,,,TXL,BERLIN TEGEL,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,706,19
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LYS,LYON,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,521,5
I2,Iberia Express,,,LYS,LYON,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,400,14
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,668,17
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,MAH,MENORCA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,492,20
I2,Iberia Express,,,MAH,MENORCA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,367,8
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,SCQ,SANTIAGO DE COMPOSTELA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,388,7
I2,Iberia Express,,,SCQ,SANTIAGO DE COMPOSTELA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,263,14
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TXL,BERLIN TEGEL,DE,Germany,Europe,A320,2019-07-02,Economy,Non-Premium,904,18
I2,Iberia Express,,,TXL,BERLIN TEGEL,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,869,20
I2,Iberia Express,,,TXL,BERLIN TEGEL,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,443,3
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,BHX,BIRMINGHAM,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,924,8
I2,Iberia Express,,,BHX,BIRMINGHAM,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,343,13
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,IBZ,IBIZA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,361,13
I2,Iberia Express,,,IBZ,IBIZA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,965,19
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,AGP,MALAGA AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,426,9
I2,Iberia Express,,,AGP,MALAGA AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,900,18
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,330,19
I2,Iberia Express,,,TFN,TENERIFE NORTH,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,196,13
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TLS,TOULOUSE BLAGNAC,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,581,15
I2,Iberia Express,,,TLS,TOULOUSE BLAGNAC,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,401,9
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,HER,HERAKLION,GR,Greece,Europe,A320,2019-07-02,Economy,Non-Premium,124,15
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,FUE,FUERTEVENTURA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,813,5
I2,Iberia Express,,,FUE,FUERTEVENTURA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,754,15
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,FUE,FUERTEVENTURA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,761,12
I2,Iberia Express,,,FUE,FUERTEVENTURA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,649,12
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,KEF,KEFLAVIK INTERNATIONAL,IS,Iceland,Europe,A320,2019-07-02,Economy,Non-Premium,701,18
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,NCE,NICE COTE D'AZUR,FR,France,Europe,,2019-07-02,Economy,Non-Premium,478,4
I2,Iberia Express,,,NCE,NICE COTE D'AZUR,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,600,5
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,PMI,PALMA,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,650,7
I2,Iberia Express,,,PMI,PALMA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,871,20
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,TXL,BERLIN TEGEL,DE,Germany,Europe,,2019-07-02,Economy,Non-Premium,291,2
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,MLA,MALTA INTERNATIONAL,MT,Malta,Europe,,2019-07-02,Economy,Non-Premium,296,15
I2,Iberia Express,,,MLA,MALTA INTERNATIONAL,MT,Malta,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,657,4
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,,2019-07-02,Economy,Non-Premium,599,19
I2,Iberia Express,,,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,517,5
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,MAN,MANCHESTER,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,125,5
I2,Iberia Express,,,MAN,MANCHESTER,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,357,4
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,ZAD,ZADAR,HR,Croatia,Europe,A320,2019-07-02,Economy,Non-Premium,700,18
I2,Iberia Express,,,ZAD,ZADAR,HR,Croatia,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,516,15
I2,Iberia Express,,,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,350,17
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,327,12
I2,Iberia Express,,,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,124,3
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,LPA,LAS PALMAS GRAN CANARIA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,332,18
I2,Iberia Express,,,JTR,THIRA,GR,Greece,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,310,12
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,NAP,NAPLES CAPODICHINO,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,761,3
I2,Iberia Express,,,NAP,NAPLES CAPODICHINO,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,142,16
I2,Iberia Express,,,NAP,NAPLES CAPODICHINO,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,328,16
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,PMI,PALMA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,412,2
I2,Iberia Express,,,PMI,PALMA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,836,17
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,DUB,DUBLIN,IE,Ireland,Europe,A320,2019-07-02,Economy,Non-Premium,627,6
I2,Iberia Express,,,DUB,DUBLIN,IE,Ireland,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,927,8
I2,Iberia Express,,,MAD,MADRID,ES,Spain,Europe/Domestic,PMI,PALMA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,879,14
BA,British Airways,BA,British Airways,AMM,AMMAN,JO,Jordan,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,426,5
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BEY,BEIRUT,LB,Lebanon,AMESA,A320,2019-07-02,Economy Plus,Non-Premium,632,18
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,VCE,VENICE,IT,Italy,Europe,A320,2019-07-02,Economy Plus,Non-Premium,752,17
BA,British Airways,BA,British Airways,VCE,VENICE,IT,Italy,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,580,16
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,HER,HERAKLION,GR,Greece,Europe,A320,2019-07-02,Economy Plus,Non-Premium,438,7
BA,British Airways,BA,British Airways,HER,HERAKLION,GR,Greece,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,988,10
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,VRN,VERONA,IT,Italy,Europe,A320,2019-07-02,Economy Plus,Non-Premium,709,4
BA,British Airways,BA,British Airways,VRN,VERONA,IT,Italy,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,360,2
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,FAO,FARO,PT,Portugal,Europe,A320,2019-07-02,Economy Plus,Non-Premium,978,2
BA,British Airways,BA,British Airways,FAO,FARO,PT,Portugal,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,240,14
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,AMS,AMSTERDAM,NL,Netherlands,Europe,A320,2019-07-02,Economy Plus,Non-Premium,463,18
BA,British Airways,BA,British Airways,AMS,AMSTERDAM,NL,Netherlands,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,707,2
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,EDI,EDINBURGH,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,310,7
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,VRN,VERONA,IT,Italy,Europe,A320,2019-07-02,Economy Plus,Non-Premium,613,6
BA,British Airways,BA,British Airways,VRN,VERONA,IT,Italy,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,335,10
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,NCE,NICE COTE D'AZUR,FR,France,Europe,A320,2019-07-02,Economy Plus,Non-Premium,294,2
BA,British Airways,BA,British Airways,NCE,NICE COTE D'AZUR,FR,France,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,835,15
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,MLA,MALTA INTERNATIONAL,MT,Malta,Europe,A320,2019-07-02,Economy Plus,Non-Premium,310,15
BA,British Airways,BA,British Airways,MLA,MALTA INTERNATIONAL,MT,Malta,Europe,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,667,20
BA,British Airways,BA,British Airways,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,AGP,MALAGA AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,778,7
BA,British Airways,BA,British Airways,AGP,MALAGA AIRPORT,ES,Spain,Europe/Domestic,LGW,LONDON GATWICK,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,906,14
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,BDS,BRINDISI,IT,Italy,Europe,A320,2019-07-02,Economy Plus,Non-Premium,100,7
BA,British Airways,BA,British Airways,BDS,BRINDISI,IT,Italy,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,879,3
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,KRK,KRAKOW,PL,Poland,Europe,A320,2019-07-02,Economy Plus,Non-Premium,630,3
BA,British Airways,BA,British Airways,KRK,KRAKOW,PL,Poland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,303,11
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,FCO,ROME-FIUMICINO,IT,Italy,Europe,A320,2019-07-02,Economy Plus,Non-Premium,236,5
BA,British Airways,BA,British Airways,FCO,ROME-FIUMICINO,IT,Italy,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,502,18
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,AMS,AMSTERDAM,NL,Netherlands,Europe,A320,2019-07-02,Economy Plus,Non-Premium,632,4
BA,British Airways,BA,British Airways,AMS,AMSTERDAM,NL,Netherlands,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,643,11
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,AMS,AMSTERDAM,NL,Netherlands,Europe,A320,2019-07-02,Economy Plus,Non-Premium,613,9
BA,British Airways,BA,British Airways,AMS,AMSTERDAM,NL,Netherlands,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,622,8
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,WAW,FREDERIC CHOPIN,PL,Poland,Europe,A320,2019-07-02,Economy Plus,Non-Premium,581,10
BA,British Airways,BA,British Airways,WAW,FREDERIC CHOPIN,PL,Poland,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,786,16
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,TLS,TOULOUSE BLAGNAC,FR,France,Europe,A320,2019-07-02,Economy Plus,Non-Premium,277,4
BA,British Airways,BA,British Airways,TLS,TOULOUSE BLAGNAC,FR,France,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,691,2
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ATH,ATHENS,GR,Greece,Europe,A320,2019-07-02,Economy Plus,Non-Premium,187,12
BA,British Airways,BA,British Airways,ATH,ATHENS,GR,Greece,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,106,16
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,FCO,ROME-FIUMICINO,IT,Italy,Europe,A320,2019-07-02,Economy Plus,Non-Premium,860,8
BA,British Airways,BA,British Airways,FCO,ROME-FIUMICINO,IT,Italy,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,946,9
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,MUC,MUNICH,DE,Germany,Europe,A320,2019-07-02,Economy Plus,Non-Premium,194,12
BA,British Airways,BA,British Airways,MUC,MUNICH,DE,Germany,Europe,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy Plus,Non-Premium,786,4
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,ATH,ATHENS,GR,Greece,Europe,A320,2019-07-02,Economy Plus,Non-Premium,647,3
BA,British Airways,BA,British Airways,TLV,TEL AVIV,IL,Israel,AMESA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,129,19
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,190,15
BA,British Airways,BA,British Airways,MAD,MADRID,ES,Spain,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,833,14
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,KWI,KUWAIT,KW,Kuwait,AMESA,777,2019-07-02,Economy Plus,Non-Premium,948,8
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,HND,TOKYO HANEDA,JP,Japan,Asia-Pacific,777,2019-07-02,Economy Plus,Non-Premium,723,15
BA,British Airways,BA,British Airways,HND,TOKYO HANEDA,JP,Japan,Asia-Pacific,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,129,18
BA,British Airways,BA,British Airways,SIN,SINGAPORE,SG,Singapore,Asia-Pacific,SYD,SYDNEY,AU,Australia,Asia-Pacific,777,2019-07-02,Economy Plus,Non-Premium,958,17
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,PEK,BEIJING,CN,China,Asia-Pacific,777,2019-07-02,Economy Plus,Non-Premium,232,2
BA,British Airways,BA,British Airways,PEK,BEIJING,CN,China,Asia-Pacific,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,563,2
BA,British Airways,BA,British Airways,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,HKG,HONG KONG - CHEK LAP KOK,HK,"Hong Kong, China",Asia-Pacific,777,2019-07-02,Economy Plus,Non-Premium,220,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,A340,2019-07-02,First,Premium,813,5
IB,Iberia,IBC,Iberia Airline,JFK,NEW YORK-JOHN F KENNEDY,US,United States,US + CA,MAD,MADRID,ES,Spain,Europe/Domestic,A340,2019-07-02,First,Premium,873,2
BA,British Airways,BA,British Airways,DFW,DALLAS FORT WORTH INTERNATIONAL,US,United States,US + CA,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,,2019-07-02,Economy Plus,Non-Premium,372,6
